5446.79816,289.6522486,-268.5393
5446.79754193668,289.654267134265,-268.559485
5446.79680665886,289.6554773184,-268.5775560745
5446.796,289.651,-268.594272531668
5446.79554250846,289.648889375266,-268.609
5446.79607371317,289.645538,-268.6195
5446.79841676758,289.638749,-268.635775466662
5446.801181,289.6456,-268.6175
5446.80158856,289.650928156,-268.6069
5446.80165540814,289.651872469072,-268.59515735
5446.801483372,289.655628483714,-268.583733493908
5446.80211237178,289.659475,-268.5678
5446.80276613,289.6583319,-268.55626783619
5446.8018648233,289.653441738,-268.5473064331
5446.80164642322,289.660266464428,-268.539463809
5446.8006,289.669875491946,-268.546
5446.800917671,289.674421345222,-268.555867468783
5446.8006576868,289.663418783949,-268.561
5446.80125921071,289.652916368561,-268.55658461181
5446.80110887428,289.65927705,-268.5687
5446.80016917244,289.664466,-268.580892367808
5446.79118,289.6724,-268.5806
5446.782,289.679588345618,-268.581
5446.77584882422,289.690472557212,-268.581356073829
5446.771,289.7045,-268.578937857726
5446.75538813484,289.722477,-268.574226074683
5446.744514,289.7367,-268.572946522
5446.732,289.755887306186,-268.574225274
5446.72194537079,289.776753513938,-268.577112254815
5446.7137,289.795627338234,-268.57581838837
5446.7013,289.815693094074,-268.572552747766
5446.6847,289.8390663679,-268.5669
5446.66433908431,289.865464667193,-268.55692146
5446.6410765564,289.88553208,-268.5503568634
5446.621,289.910090828832,-268.543705582
5446.601,289.932,-268.540434064574
5446.575777,289.951847,-268.537866615878
5446.5434,289.971823525247,-268.538
5446.5059457592,289.994256,-268.534824
5446.463,290.0221,-268.537
5446.420317,290.04887,-268.5437447
5446.38031127093,290.075314846433,-268.55162
5446.3447,290.1046433,-268.558518
5446.31412,290.137,-268.562581361
5446.28753632559,290.162293867056,-268.55992
5446.26737932207,290.184837842,-268.556346
5446.26011467246,290.209106427772,-268.54948
5446.26554184748,290.2327326275,-268.546763449417
5446.27727476058,290.251,-268.5408
5446.28643054068,290.281456,-268.5323579483
5446.29325078393,290.3025618,-268.515192476726
5446.316,290.306292,-268.500781815226
5446.3734366,290.305,-268.498607931669
5446.45076494216,290.318,-268.508515
5446.52117607439,290.337,-268.518512
5446.581,290.353,-268.523
5446.63268543223,290.361111572676,-268.5182224714
5446.681642,290.371364811572,-268.509
5446.74105,290.388282548765,-268.505665777417
5446.80964,290.4065413482,-268.511284377273
5446.87826322054,290.4245,-268.51507253
5446.94326413,290.451171455423,-268.513917829128
5447.007464922,290.46916,-268.50713061634
5447.07206484485,290.4917,-268.4972182
5447.1397282,290.515361854513,-268.4811
5447.21636142,290.538617117,-268.471231
5447.29762233444,290.55483,-268.464482427251
5447.3716529,290.584,-268.45659
5447.43877578568,290.613366455189,-268.452535739
5447.5092,290.63909205,-268.453326077908
5447.58721653336,290.667183637494,-268.458615576136
5447.67369,290.698673676215,-268.4663761
5447.76711423,290.725255261418,-268.47374361122
5447.86108122674,290.754,-268.480816564145
5447.94844478644,290.776135067,-268.4774
5448.02353,290.803341,-268.470
5448.094760946,290.829513206545,-268.460865276488
5448.1725,290.856926,-268.457415638616
5448.256092,290.89036,-268.452551
5448.33980536156,290.926882506371,-268.451067272
5448.421726,290.970,-268.446
5448.50432893084,291.00553,-268.440773
5448.588686,291.030,-268.439768207287
5448.6698251,291.062346749179,-268.4367
5448.74337850559,291.101,-268.43568
5448.80668911072,291.1479482292,-268.43717618729
5448.86476752217,291.1903315,-268.4372374
5448.92114093087,291.2284343,-268.435141
5448.9773,291.258837441462,-268.43171835505
5449.0360734,291.295318547745,-268.428183947783
5449.099816178,291.327,-268.428517618354
5449.166,291.3555783,-268.427
5449.23461,291.377467821617,-268.431722
5449.3024181,291.401562748274,-268.43611
5449.36082,291.4243,-268.436412608222
5449.40432658144,291.437,-268.427181451485
5449.431578584,291.4504,-268.413
5449.45182657792,291.470839393923,-268.406384
